0	1	2	3	4	5	6	7	8
1	ctl	ctl0	nan	control	0.047	fixation	3.047	1.5
2	enc	enc00	nan	encoding	4.546	fixation	7.546	0.5
3	enc	enc000	nan	encoding	8.046	fixation	11.046	0.5
4	ctl	ctl01	nan	control	11.546	fixation	14.545	5.5
5	enc	enc01	old54	encoding	20.045	fixation	23.045	0.5
6	enc	enc02	old10	encoding	23.545	fixation	26.544	1
7	enc	enc03	old20	encoding	27.544	fixation	30.544	1
8	enc	enc04	old68	encoding	31.544	fixation	34.544	1.5
9	enc	enc05	old53	encoding	36.043	fixation	39.043	2
10	enc	enc06	old48	encoding	41.043	fixation	44.043	3
11	ctl	ctl02	nan	control	47.042	fixation	50.042	0.5
12	ctl	ctl03	nan	control	50.542	fixation	53.542	4
13	enc	enc07	old29	encoding	57.541	fixation	60.541	2.5
14	ctl	ctl04	nan	control	63.041	fixation	66.041	1.5
15	enc	enc08	old45	encoding	67.541	fixation	70.54	2
16	enc	enc09	old21	encoding	72.54	fixation	75.54	3.5
17	ctl	ctl05	nan	control	79.039	fixation	82.039	0.5
18	enc	enc10	old34	encoding	82.539	fixation	85.539	2.5
19	enc	enc11	old01	encoding	88.039	fixation	91.038	0.5
20	enc	enc12	old22	encoding	91.538	fixation	94.538	1
21	enc	enc13	old69	encoding	95.538	fixation	98.538	1.5
22	enc	enc14	old16	encoding	100.037	fixation	103.037	2.5
23	enc	enc15	old30	encoding	105.537	fixation	108.537	3
24	enc	enc16	old27	encoding	111.536	fixation	114.536	1
25	enc	enc17	old15	encoding	115.536	fixation	118.536	1.5
26	ctl	ctl06	nan	control	120.036	fixation	123.035	1.5
27	enc	enc18	old07	encoding	124.535	fixation	127.535	1
28	enc	enc19	old50	encoding	128.535	fixation	131.535	2.5
29	ctl	ctl07	nan	control	134.034	fixation	137.034	2.5
30	enc	enc20	old76	encoding	139.534	fixation	142.533	0.5
31	enc	enc21	old61	encoding	143.033	fixation	146.033	5.5
32	enc	enc22	old70	encoding	151.533	fixation	154.532	5.5
33	enc	enc23	old11	encoding	160.032	fixation	163.032	2
34	enc	enc24	old09	encoding	165.031	fixation	168.031	1
35	enc	enc25	old52	encoding	169.031	fixation	172.031	3
36	enc	enc26	old65	encoding	175.03	fixation	178.03	3.5
37	ctl	ctl08	nan	control	181.53	fixation	184.53	0.5
38	ctl	ctl09	nan	control	185.03	fixation	188.029	1.5
39	ctl	ctl10	nan	control	189.529	fixation	192.529	9.5
40	ctl	ctl11	nan	control	202.028	fixation	205.028	2
41	enc	enc27	old42	encoding	207.027	fixation	210.027	2
42	ctl	ctl12	nan	control	212.027	fixation	215.027	1
43	enc	enc28	old23	encoding	216.027	fixation	219.026	0.5
44	ctl	ctl13	nan	control	219.526	fixation	222.526	0.5
45	enc	enc29	old36	encoding	223.026	fixation	226.026	2
46	enc	enc30	old59	encoding	228.026	fixation	231.025	4.5
47	enc	enc31	old03	encoding	235.525	fixation	238.525	3.5
48	enc	enc32	old72	encoding	242.024	fixation	245.024	8
49	enc	enc33	old26	encoding	253.023	fixation	256.023	9
50	enc	enc34	old24	encoding	265.022	fixation	268.022	0.5
51	ctl	ctl14	nan	control	268.522	fixation	271.521	2.5
52	enc	enc35	old71	encoding	274.021	fixation	277.021	8.5
53	enc	enc36	old05	encoding	285.52	fixation	288.52	0.5
54	enc	enc37	old12	encoding	289.02	fixation	292.02	5.5
55	enc	enc38	old49	encoding	297.519	fixation	300.519	3
56	ctl	ctl15	nan	control	303.518	fixation	306.518	4
57	ctl	ctl16	nan	control	310.518	fixation	313.518	6.5
58	enc	enc39	old60	encoding	320.017	fixation	323.017	0.5
59	enc	enc40	old55	encoding	323.517	fixation	326.516	11.5
60	enc	enc41	old75	encoding	338.015	fixation	341.015	9.5
61	ctl	ctl17	nan	control	350.514	fixation	353.514	1
62	enc	enc42	old64	encoding	354.514	fixation	357.513	5.5
63	enc	enc43	old14	encoding	363.013	fixation	366.013	1.5
64	enc	enc44	old35	encoding	367.513	fixation	370.512	1
65	ctl	ctl18	nan	control	371.512	fixation	374.512	2
66	enc	enc45	old17	encoding	376.512	fixation	379.511	3.5
67	enc	enc46	old28	encoding	383.011	fixation	386.011	1.5
68	ctl	ctl19	nan	control	387.511	fixation	390.51	0.5
69	ctl	ctl20	nan	control	391.01	fixation	394.01	2.5
70	ctl	ctl21	nan	control	396.51	fixation	399.51	0.5
71	ctl	ctl22	nan	control	400.009	fixation	403.009	2.5
72	ctl	ctl23	nan	control	405.509	fixation	408.509	2
73	ctl	ctl24	nan	control	410.508	fixation	413.508	11
74	enc	enc47	old39	encoding	424.507	fixation	427.507	1
75	enc	enc48	old02	encoding	428.507	fixation	431.507	1.5
76	enc	enc49	old43	encoding	433.006	fixation	436.006	0.5
77	enc	enc50	old41	encoding	436.506	fixation	439.506	0.5
78	enc	enc51	old13	encoding	440.006	fixation	443.005	2
79	ctl	ctl25	nan	control	445.005	fixation	448.005	1
80	ctl	ctl26	nan	control	449.005	fixation	452.005	2
81	enc	enc52	old40	encoding	454.004	fixation	457.004	4
82	enc	enc53	old57	encoding	461.004	fixation	464.003	4.5
83	enc	enc54	old44	encoding	468.503	fixation	471.503	8.5
84	enc	enc55	old62	encoding	480.002	fixation	483.002	1
85	ctl	ctl27	nan	control	484.002	fixation	487.001	6
86	enc	enc56	old33	encoding	493.001	fixation	496.001	1.5
87	ctl	ctl28	nan	control	497.5	fixation	500.5	13
88	enc	enc57	old56	encoding	513.499	fixation	516.499	1.5
89	enc	enc58	old74	encoding	517.998	fixation	520.998	1.5
90	enc	enc59	old58	encoding	522.498	fixation	525.498	7.5
91	ctl	ctl29	nan	control	532.997	fixation	535.997	1.5
92	enc	enc60	old63	encoding	537.497	fixation	540.496	3.5
93	ctl	ctl30	nan	control	543.996	fixation	546.996	1
94	enc	enc61	old06	encoding	547.996	fixation	550.995	1.5
95	ctl	ctl31	nan	control	552.495	fixation	555.495	3.5
96	enc	enc62	old32	encoding	558.995	fixation	561.994	4.5
97	ctl	ctl32	nan	control	566.494	fixation	569.494	3
98	enc	enc63	old67	encoding	572.493	fixation	575.493	0.5
99	enc	enc64	old77	encoding	575.993	fixation	578.993	8
100	ctl	ctl33	nan	control	586.992	fixation	589.992	5
101	ctl	ctl34	nan	control	594.991	fixation	597.991	0.5
102	enc	enc65	old78	encoding	598.491	fixation	601.491	1
103	enc	enc66	old73	encoding	602.491	fixation	605.49	11.5
104	ctl	ctl35	nan	control	616.989	fixation	619.989	2.5
105	enc	enc67	old04	encoding	622.489	fixation	625.488	2
106	enc	enc68	old08	encoding	627.488	fixation	630.488	0.5
107	enc	enc69	old31	encoding	630.988	fixation	633.988	1
108	enc	enc70	old51	encoding	634.988	fixation	637.987	1
109	enc	enc71	old37	encoding	638.987	fixation	641.987	0.5
110	ctl	ctl36	nan	control	642.487	fixation	645.487	7.5
111	enc	enc72	old25	encoding	652.986	fixation	655.986	15
112	enc	enc73	old66	encoding	670.984	fixation	673.984	0.5
113	ctl	ctl37	nan	control	674.484	fixation	677.484	1
114	ctl	ctl38	nan	control	678.483	fixation	681.483	0.5
115	enc	enc74	old46	encoding	681.983	fixation	684.983	9
116	enc	enc75	old47	encoding	693.982	fixation	696.982	6
117	ctl	ctl39	nan	control	702.981	fixation	705.981	10.5
118	enc	enc76	old18	encoding	716.48	fixation	719.48	5
119	enc	enc77	old38	encoding	724.479	fixation	727.479	1
120	enc	enc78	old19	encoding	728.479	fixation	731.479	18.5
